"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"TPC.LS.SELECT.VALUE","","","","","","","A","","25","IF (EDITED.DATA[1,1] EQ ""'"")  OR (EDITED.DATA[1,1] EQ '""') THEN,    CONVERT "";"" TO @SM IN EDITED.DATA,    X.MODE = ""Definition"",    CRNT.ELEMENT = 'SELECT VALUES',    CRNT.PRCS.DEF = V.PROCESS.MNEMONIC,    X.DATA.TO.EDIT = EDITED.DATA, $EDIT.SM.FIELD,    EDITED.DATA = X.DATA.TO.EDIT, END, IF (EDITED.DATA[1,1] NE ""'"") AND (EDITED.DATA[1,1] NE '""') THEN,    *,    UDLFILE = ""JSPARAMS"",    X.DICT.TYPES = ""D"", $DICT.LOOKUP,    IF DICT.RETURN.CODE LT 0 THEN,       MSG = ""The Parameter "":EDITED.DATA:"" is NOT defined."",       ERROR.OCCURRED = 1,    END, END","","L","","OUTPUT.DATA = V.LS.SELECT.VALUE, CONVERT @SM TO "";"" IN OUTPUT.DATA","ABC","","","","","","","","","SELSPEC","D","","","0","","","","","25L","","","","","","","","25","","","","","","","Enter the valu(s) to be used for the selection of this, data field. Multiple values (sub-values) may be entered, through the use of the DETAIL key or by separating the, values with a Semi-Colon.","","","","","","","","","","","","","","","","","","0","1989-01-17","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.LS.SORT.FIELD","","","","","","","A","","25","UDLFILE = V.LS.FNAME, X.DICT.TYPES = ""DI"", $DICT.LOOKUP, IF DICT.RETURN.CODE LT 0 THEN,    MSG = ""Field must be defined to the "":V.LS.FNAME:"" Dictionary"",    ERROR.OCCURRED = 1, END","","L","","","DEPT","","","","","","","","","SORTSPEC","K","","","0","","","","","25L","","","","","","","","25","","","","","","","Dictionary name of the field to be sorted","","","","","","","","","","","","","","","","","","0","1989-01-17","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.LS.SORT.MODIFY","","","","","","","D","","3","$YN","May the User modify the Sort Specification?","L","","$YN","Y","","","","","","","","","","","","","0","","","","","3L","","","","","","","","1","","","","","","","Yes/No Flag: If the User, at Procedure Generation time,, may modify these Sort Specifications, then the Flag must, be set to ""Y""","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.LS.SORT.ORDER","","","","","","","A","","20","$UC","","L","","","ascending","","","","","","","","","SORTSPEC","D","","","0","","","","","20L","","","","","","","","5","","","","","","","Valid INFORM(tm) sort order (CODED)","","","","","","","","","","","","","","","","","","0","1989-01-17","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.QBE.SORT.MODIFIERS","0",""
"TPC.LS.SORT.REQUIRED","","","","","","","A","","3","$YN","Is this a required Sort Field?","L","","$YN","Y||","","","","","","","","","LSSORT","D","","","0","","","","","3L","","","","","","","","1","","","","","","","Yes/No Flag: If the associated Sortable field is required, for sorting purposes this flag must be set to ""Y""","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.LS.SORTABLE.FIELDS","","","","","","","A","","20","UDLFILE = V.LS.FNAME, X.DICT.TYPES = ""DI"", $DICT.LOOKUP, IF DICT.RETURN.CODE LT 0 THEN,    MSG = ""Field must be defined to the "":V.LS.FNAME:"" Dictionary"",    ERROR.OCCURRED = 1, END","Available Sort Fields","L","","","UNIT","","","","","","","","","LSSORT","K","","","0","","","","","20L","","","","","","","","20","","","","","","","List of fields that may be sorted","","","","","","","","","","","","","","","","","","0","1989-08-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.MENU.TREE","","","","","","","L","","30","","Process Menu Tree","L","","","TOOL}DE}FIQ","","","","","","","","","","","","","22","","","","","30L","","","","","","","","30","","","","","","","Stores a list of PRCS.CTL keys through which the user must, pass to see this screen on a menu.","","","","","","","","","","","","","","","TOOLPCTL","TPC_MENU_TREE","","0","1990-02-20","LARRY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.MENU.XREF","","","","","","","L","","6","","","L","","","SA","N","","","","","","","","","","","","10","","","","","6L","","","","","","","","6","","","","","","","This a list of menus upon which this process can be found., It is maintained by UTMENU","","","","","","","","","","","","","","","TOOLPCTL","TPC_MENU_XREF","","0","1989-02-03","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.MNEMONIC.XREF","","","","","","","D","","5","","","L","","","SDD","","","","","","","","","","","","","1","","","","","5L","","","","","","","","6","","","","","","","This is the mnemonic currently used by this process., It is maintained automatically by TLPR05 and UTMENU","","","","","","","","","","","","","","","TOOLPCTL","TPC_MNEMONIC_XREF","","0","1989-02-03","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.MODULE.LIST","","","","","","","L","","6","$UC","","L","","","GL","","","","","","","","","","","","","20","","","","","6L","","","","","","","","6","","","","","","","Maintained via SGP/BGP from PRCS.CTL: a list of valid, modules to which this process belongs","","","","","","","","","","","","","","","TOOLPCTL","TPC_MODULE_LIST","","0","1990-01-29","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.NAVBAR.LOC","","","","","","","D","","10","","","L","","TRANSLATE "" ""","A","N","","","","","","","","","","","","64","","","","","10L","","","","","","","","10","","","","","","","Navigation Bar Location drives the display for the, paging controls on a web form.","","","","","","","","","","","","","","","TOOLPCTL","","","0","2007-04-02","MDM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.NAVBAR.LOCATIONS","0",""
"TPC.PAGE.ROWS","","","","","","","A","","3","","","R","","","5","N","","","","","","","","WNDWPAGE","D","","","63","","","","","3R","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","","","0","2007-03-05","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.PAGED.WNDWS","","","","","","","A","","28","","","L","","","LIST.VAR1","N","","","","","","","","WNDWPAGE","K","","","62","","","","","28L","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","","","0","2007-03-05","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.PRCS.ACCESS.FLD.CLASSES","","","","","","","L","","8","$UC","","L","","","ADMIN","","","","","","","","","","","","","14","","","","","8L","","","","","","","","1000","","","","","","","This is a list of classes which are allowed to modify, this field (priviledged/access-only).  It is subvalued, and derived from entries in the SECLASS file.","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_ACCESS_FLD_CLASSES","","0","1988-12-12","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PRCS.CTLG.DISPOSITION","","","","","","","D","","1","","","L","","","A","","","","","","","","","","","","","15","","","","","1L","","","","","","","","1","","","","","","","This field determines how this process will be cataloged, when it is released","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_CATALOG_DISPOSITION","","0","1989-01-25","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.PROCESS.CATALOG.TYPES","1","TOOLPCTL_SQL"
"TPC.PRCS.DENIAL.CLASS.LIST","","","","","","","L","","10","$UC","","L","","","","","","","","","","","","","","","","2","","","","","10L","","","","","","","","0","","","","","","","List of classes which cannot used this process","","","DeniedList","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_DENIAL_CLASS_LIST","","0","1986-02-25","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPCTL_SQL"
"TPC.PRCS.DENIAL.FLD.CLASSES","","","","","","","L","","8","$UC","","L","","","CLERICAL","","","","","","","","","","","","","13","","","","","8L","","","","","","","","1000","","","","","","","This is a list of security classes which may not see, or alter this field. This list is subvalued and is, derived from the application's SECLASS record.","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_DENIAL_FLD_CLASSES","","0","1988-12-12","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PRCS.INQ.FLD.CLASSES","","","","","","","L","","8","$UC","","L","","","ADMIN","","","","","","","","","","","","","12","","","","","8L","","","","","","","","1000","","","","","","","This is a subvalued list of classes which can only have, inquiry (no input) rights to this field.  It is derived, automatically from the application's SECLASS record.","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_INQUIRY_FLD_CLASSES","","0","1988-12-12","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PRCS.NOCHG.FLD.CLASSES","","","","","","","L","","8","","","L","","","","","","","","","","","","","","","","16","","","","","8L","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_NOCHG_FLD_CLASSES","","0","1989-02-20","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PRCS.NODEL.FLD.CLASSES","","","","","","","L","","8","","","L","","","","","","","","","","","","","","","","17","","","","","8L","","","","","","","","1000","","","","","","","A system derived list of security classes which may not, delete this field (but may otherwise modify it.)","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_NODEL_FLD_CLASSES","","0","1989-02-20","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PRCS.PERMISSIONS","","","","","","","L","","6","","","L","","","E8F777S","","","","","","","","","","","","","21","","","","","6L","","","","","","","","6","","","","","","","System maintained permission code. Determines whether a, process may be run at this site.","","","","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_PERMISSIONS","","0","1990-01-31","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PRCS.SECURABLE.FLAG","","","","","","","D","","3","$YN","Is this process Securable","L","","$YN","Y","","","","","","","","","","","","","19","","","","","3L","","","","","","","","1","","","","","","","Yes/No Flag to be used to determine availablity of, Security being applicable to this Process.","","","SFlg","","","","","","","","","","","","TOOLPCTL","TPC_PRCS_SECURABLE_FLAG","","0","1989-08-18","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.PROCESS.DESCRIPTION","","","","","","","D","","29","","Description","L","","","Budget Creation","","","","","","","","","","","","","5","","","","","29L","","","","","","","","37","","","","","","","This is the title which will be presented to the user, on a menu next to the process's mnemonic","","","","","","","","","","","","","","","TOOLPCTL","TPC_PROCESS_DESCRIPTION","","0","1989-01-30","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","0","TOOLPCTL_SQL"
"TPC.PROCESS.SECURE.FIELDS","","","","","","","L","","28","$UC","","L","","","CUSTOMER.ACCT.BAL","","","","","","","","","","","","","11","","","","","28L","","","","","","","","28","","","","","","","This is a list of all fields in this process which have, some form of field security.  It is derived from the, application's SECLASS file.","","","","","","","","","","","","","","","TOOLPCTL","TPC_PROCESS_SECURE_FIELDS","","0","1988-12-12","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","0","TOOLPCTL_SQL"
"TPC.PROCESS.TO.EXECUTE","","","","","","","D","","18","","Process to Execute","L","","","","","","","","","","","","","","","","7","","","","","18L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","TPC_PROCESS_TO_EXECUTE","","0","1989-01-30","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.RECSEC.EXCEPTIONS","","","","","","","L","","10","$UC","Record Security Process Exceptions","L","","","ADMIN","","","","","","","","","","","","","26","","","","","10L","","","","","","","","20","","","","","","","Cross reference of process exceptions to the system's, record security default setting","","","","","","","","","","","","","","","TOOLPCTL","PRCS_RECSEC_EXCEPTIONS","","0","1991-09-10","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","PRCS_CTL_SQL"
"TPC.REMEMBER.RESPONSES","","","","","","","D","","3","$YN","","L","","$YN","N","N","","","","","","","","","","","","34","","","","","3L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","TPC_REMEMBER_RESPONSES","","0","1997-04-11","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.REPORT.TEMPLATE","","","","","","","D","N","30","","Report Template","L","","","","N","","","","","","","","","","","","60","","","","","30L","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","","","0","2007-02-05","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.SAMPLE.DATA","","","","","","","D","","3","$YN","","L","","$YN","Yes","","","","","","","","","","","","","25","","","","","3L","","","","","","","","1","","","","","","","Boolean that will cause GREF to include sample data in the, Sample Screen for this process if set.","","","TOOLPRCS.CTL, Sample, Data","","","","","","","","","","","","TOOLPCTL","TPC_SAMPLE_DATA","","0","1992-06-12","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLPCTL_SQL"
"TPC.TX.HOOK","","","","","","","D","","3","$YN, $UC","","L","","$YN","Y","N","","","","","","","","","","","","56","","","","","3L","","","","","","","","1","","","","","","","Indicates whether there is TX hook code to execute.","","","","","","","","","","","","","","","TOOLPCTL","","","0","2004-10-18","WEP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.WA.ACTION.BUTTON.TEXT","","","","","","","L","","20","","Action Button Text Override","L","","","Click to Submit","N","","","","","","","","","","","","59","","","","","20L","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","TOOLPCTL","","","0","2007-02-05","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPC.WEB.FORM.REFRESH","","","","","","","D","","3","$YN","Force Form Refresh","L","","$YN","Y","N","","","","","","","","","","","","67","","","","","3L","","","","","","","","3","","","","","","","Updated from PROCESS.WEB.FORM.REFRESH in TOOLPDEF.","","","","","","","","","","","","","","","TOOLPCTL","","","0","2008-05-30","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TPCTXTRA.ID","","","","","","","K","","4","$UC","","L","","","ACBL","","","","","","","","","","","","","0","","","","","4L","","","","","","","","4","","","","","","","This is a mnemonic used as a key to xx.PRCS.CTL","","","","","","","","","","","","","","","TPCTXTRA","TPCTXTRA_ID","","0","1990-02-01","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TPCTXTRA_SQL"
"TPX.CLASS","","","","","","","D","","10","","","L","","TRANSLATE ' '","","","","","","","","","","","","","","8","","","","","10L","","","","","","","","0","","","","","","","Grouping for this menu item: report, maintenance, inq","","","Class","","","","","","","","","","","","TPCTXTRA","TPX_CLASS","","0","1990-04-23","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.PROCESS.CLASSES","1","TPCTXTRA_SQL"
"TPX.DESCRIPTION","","","","","","","D","","29","","","L","","","","","","","","","","","","","","","","5","","","","","29L","","","","","","","","0","","","","","","","Description of a process for display on a menu.","","","Description","","","","","","","","","","","","TPCTXTRA","TPX_DESCRIPTION","","0","1990-06-25","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TPCTXTRA_SQL"
"TPX.EXECUTION.TYPE","","","","","","","D","","7","","","L","","TRANSLATE ' '","INFORM","","","","","","","","","","","","","6","","","","","7L","","","","","","","","0","","","","","","","Type of execution: process, inform, etc.","","","Type","","","","","","","","","","","","TPCTXTRA","TPX_EXECUTION_TYPE","","0","1990-06-25","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.PROCESS.EXECUTION.TYPES","1","TPCTXTRA_SQL"
"TPX.MODULES","","","","","","","L","","4","$UC","","L","","","BGT","","","","","","","","","","","","","20","","","","","4L","","","","","","","","4","","","","","","","Logical map over PRCS.CTL.MODULES","","","","","","","","","","","","","","","TPCTXTRA","TPX_MODULES","","0","1990-02-01","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TPCTXTRA_SQL"
"TPX.PERMISSIONS","","","","","","","L","","6","","","L","","","s8&dh!","","","","","","","","","","","","","21","","","","","6L","","","","","","","","6","","","","","","","Logical map over PRCS.PERMISSIONS","","","","","","","","","","","","","","","TPCTXTRA","TPX_PERMISSIONS","","0","1990-02-01","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TPCTXTRA_SQL"
"TPX.TO.EXECUTE","","","","","","","D","","18","$UC","","L","","","","","","","","","","","","","","","","7","","","","","18L","","","","","","","","0","","","","","","","Name of VOC item to be executed from this menu item","","","Process","","","","","","","","","","","","TPCTXTRA","TPX_TO_EXECUTE","","0","1990-04-23","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TPCTXTRA_SQL"
"TRUNCATION.FLAG","","","","","","","D","","3","$YN","Truncation","L","","IF OUTPUT.DATA = '' THEN OUTPUT.DATA = 'N', $YN","","","","","","","","","","","","","","44","","","","","3L","","","","","","","","1","","","","","","","Flag: Y= Never allow this element to be longer than max stor","","","","","","","","","","","","","","","TOOLCDD","TRUNCATION_FLAG","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLCDD_SQL"
"TV.ACTION.CODE1","","","","","","","A","","30","$UC","Special Action Code 1","R","","","1","N","","","","","","","","TVALS","D","","","3","","","","","30R","","","","","","","","30","","","","","","","Logical map over VALCODES","","","","","","","","","","","","","","","TOOLVALC","TV_ACTION_CODE1","","0","1989-12-13","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.ACTION.CODE2","","","","","","","A","","30","$UC","Special Action Code 2","R","","","4","N","","","","","","","","TVALS","D","","","5","","","","","30R","","","","","","","","30","","","","","","","logical map over VALCODES","","","Action Code 2","","","","","","","","","","","","TOOLVALC","TV_ACTION_CODE2","","0","1989-12-13","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.ACTION.CODE3","","","","","","","A","","30","$UC","","R","","","","N","","","","","","","","TVALS","D","","","6","","","","","30R","","","","","","","","30","","","","","","","Special action identified with some codes","","","","","","","","","","","","","","","TOOLVALC","","","0","2005-06-06","SDAS05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TV.ACTION.CODE4","","","","","","","A","","30","$UC","","R","","","","N","","","","","","","","TVALS","D","","","7","","","","","30R","","","","","","","","30","","","","","","","Special action identified with some codes","","","","","","","","","","","","","","","TOOLVALC","","","0","2005-06-06","SDAS05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TV.APPLICATION","","","","","","","D","","6","","Application","L","","","","N","","","","","","","","","","","","18","","","","","6L","","","","","","","","6","","","","","","","Stores application from which valcodes was created.  (Otherwise unknown, in SQL Server and Oracle environments.)","","","Application","","","","","","","","","","","","TOOLVALC","","","0","2009-01-23","BMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"TV.CODE.LENGTH","","","","","","N","D","","2","X.MIN = 1, X.MAX = 10, $RANGE","Maximum Code Size","R","","","2","N","","","N","0","N","N","","","","","","8","","","","MD0","2R","","","","","","","","2","","","","","","","Logical map over VALCODES","","","","","","","","","","","","","","","TOOLVALC","TV_CODE_LENGTH","","0","1989-12-13","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.EXTERNAL.REPRESENTATION","","","","","","","A","","25","","","L","","","Cash","","","","","","","","","TVALS","D","","","2","","","","","25L","","","","","","","","32","","","","","","","Valcode description mapped over UT.VALCODES","","","","","","","","","","","","","","","TOOLVALC","TV_EXTERNAL_REPRESENTATION","","0","1989-12-13","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.INTERNAL.CODE","","","","","","","A","","10","$UC","Code","L","","","CH","","","","","","","","","TVALS","K","","","4","","","","","10L","","","","","","","","10","","","","","","","Logical map over VALCODES","","","","","","","","","","","","","","","TOOLVALC","TV_INTERNAL_CODE","","0","1989-12-13","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.MINIMUM.INPUT.STRING","","","","","","","A","","10","$UC","Min Entry","L","","","CAS","N","","","","","","","","TVALS","D","","","1","","","","","10L","","","","","","","","20","","","","","","","Logically mapped over VALCODES","","","","","","","","","","","","","","","TOOLVALC","TV_MINIMUM_INPUT_STRING","","0","1989-12-13","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.MODULES","","","","","","","L","","13","","Release Modules","L","","","UT","","","","","","","","","","","","","16","","","","","13L","","","","","","","","13","","","","","","","This is a list of codes indicating which modules a process, should be included in for release.","","","","","","","","","","","","","","","TOOLVALC","TV_MODULES","","0","1992-05-11","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.ALL.MODULES","0","TOOLVALC_SQL"
"TV.NO.MOD","","","","","","","D","","3","$YN","","L","","$YN","Yes","","","","","","","","","","","","","10","","","","","3L","","","","","","","","1","","","","","","","Flag preventing VAL from allowing modification of a table","","","","","","","","","","","","","","","TOOLVALC","TV_NO_MOD","","0","1989-12-13","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.PURPOSE","","","","","","","C","","65","*, * Set XL.HEADER and X.INQUIRY at the screen level, *, X.TITLE = ""VALCODE PURPOSE"", X.MNEM = """", CALL_SCREEN UTEDIT($LIST,X.TITLE,XL.HEADER,X.MNEM,$CDDSIZE,X.INQUIRY)","Purpose","L","","","This valcode table stores valid name prefixes","N","","","","","","","","","","","","17","","","","","65L","","","","","","","","0","","","","","","","Free-form description of the valcode table.  Used to, describe the purpose of the table as well as explain, special processing codes, etc...","","","Purpose","","","","","","","","","","","","TOOLVALC","TV_PURPOSE","","0","1994-11-02","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TV.STATUS","","","","","","","D","","20","","Release Status","L","","TRANSLATE ' '","Active","","","","","","","","","","","","","15","","","","","20L","","","","","","","","1","","","","","","","The valcode status is used by release procedures to, determine how to treat this valcode during a release.","","","Valcode Status","","","","","","","","","","","","TOOLVALC","TV_STATUS","","0","1990-04-12","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","$VR.PROCESS.STATUSES","1","TOOLVALC_SQL"
"TV.ZERO.FILL","","","","","","","D","","3","$YN","Zero Fill Numbers (Y/N)","L","","$YN","Y","N","","","","","","","","","","","","9","","","","","3L","","","","","","","","2","","","","","","","Logical map over VALCODES","","","","","","","","","","","","","","","TOOLVALC","TV_ZERO_FILL","","0","1989-12-13","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLVALC_SQL"
"TX.COUNT","","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""TX"", (vlScrcioMioReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioMioCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","","","I","","4","","","R","","","","","","","","","","","","","","","","0","SUBR(""S.LOCATE.ASSOC.ELEMENT"",""TX"",SCRCIO.MIO.REASON);, IF @1 GT 0 THEN (EXTRACT(SCRCIO.MIO.COUNT,1,@1,0)) ELSE (0)","","","","4R","","","","","","","","0","","SCRCIO.MIO.COUNT, SCRCIO.MIO.REASON","","","","","Displays the number of @MIO.TRANSACTION calls, in the given process.","","","TX Count","","","","","","","","","","","","SCAN.CODE.RESULTS","","","0","2003-04-29","TXE","","","","","S.LOCATE.ASSOC.ELEMENT","","S","","","","","","","","","","","","","","","","","","","","","","","","","U","","","0",""
"UDMS.VIEW.NAME","","","","","","","D","N","30","","","L","","","","N","","","","","","","","","","","","128","","","","","30L","","","","","","","","0","","","","","","","stores the UDMS view name for the view","","","","","","","","","","","","","","","TOOLFILE","UDMS_VIEW_NAME","","0","1997-04-17","SLT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"UDOC.DEF.ID","","","","","","","K","","10","$UC","","L","","","","","","","","","","","","","","","","0","","","","","10L","","","","","","","","10","","","","","","","Key to logical file containing User Doc specs.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UDOC.FLD.HLP.FLAG","","","","","","","A","","1","$YN","","L","","","","","","","","","","","","UDCDEF","D","","","6","","","","","1L","","","","","","","","1","","","","","","","Print Field Help flag.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
