"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"BATCH.UPDATE.PROCESS","","","","D","","1","Review Process Only","","","","","","","","","","","","","37","","1L","3","","","BPRCSDEF","","","1988-07-07","KIM","","","2020-06-01T17:13:41.701Z"
"BATCH.USER.LOCK","","","","D","","3","","No","","","","","","","","","","","","110","","3L","1","This flag (Y/N) determines whether a process may be, interupted while it runs from a user's terminal.","BrkOff","BPRCSDEF","","","1989-05-04","RGH","","","2020-06-01T17:13:41.639Z"
"BATCH.VALCODE.OVERRIDE","","","","A","","72","","$VR.TASK.TYPES","","","","","","","","BPRCSELM","D","","","62","","72L","72","Override CDD or create VALCODE connections","","BPRCSDEF","","","1992-09-28","RGH","","","2020-06-01T17:13:42.061Z"
"BPRCS.JOBSTAT.BAR.GRAPH","","","","D","","3","","Y","N","","","","","","","","","","","151","","3L","1","To allow a visual display of records processed vs. records, remaining you make enter Yes here.  This will cause a, bar graph to display during processing showing progress.","","BPRCSDEF","","","1993-11-19","ALEX","","","2020-06-01T17:13:41.482Z"
"BPRCS.JOBSTAT.CYCLES","","","N","D","","4","Jobstat Cycles","10","N","","N","0","N","N","","","","","","135","MD0","4R","4","Indicates whether JOBSTATS should be kept (>0) and if, so, at what interval (# of records per sample).  Null, defaults to 10; ""0"" turns JOBSTATS off.","","BPRCSDEF","","","1990-06-12","RGH","","","2020-06-01T17:13:41.857Z"
"BPRCS.LAST.GEN.DATE","","","D","D","","8","","","N","","N","2","/","","","","","","","131","D2/","8R","5","","GEN DATE","BPRCSDEF","","","1994-03-18","ALEX","","","2020-06-01T17:13:41.717Z"
"BPRCS.LAST.GEN.TIME","","","T","D","","8","","","","","N","1",":","","","","","","","132","MTH","8L","7","","GEN TIME","BPRCSDEF","","","1994-03-18","ALEX","","","2020-06-01T17:13:41.748Z"
"BPRCS.USES.STANDARD.IO","","","","D","","3","Force Full Record MIO I/O","","N","","","","","","","","","","","213","","3L","0","","","BPRCSDEF","","","1999-06-08","RGH","","","2020-06-01T17:13:41.342Z"
"BPRCS.VIEW.PREFIXES","","","","L","","6","","VIEW.","","","","","","","","","","","","155","","6L","0","To allow a logical views of a file without having to, redefine large numbers of CDD elements you can use this, field to list prefixes that are added to existing, elements to create unique alternate names.","","BPRCSDEF","","","1995-01-06","ALEX","","","2020-06-01T17:13:41.779Z"
"BPRCSCDE.ID","","","","K","","10","","","","","","","","","","","","","","0","","10L","30","This is the unique ID for Coding in a Batch Process.","","BPRCSCDE","N","","1988-07-18","KIM","","","2020-06-01T17:13:41.873Z"
"BPRCSDEF.ADD.DATE","","","D","D","","8","Add Date","07/07/93","","","N","2","/","","","","","","","13","D2/","8R","4","To enable display of system generated log of date created","Created","BPRCSDEF","","","1988-07-08","KIM","","","2020-06-01T17:13:42.045Z"
"BPRCSDEF.ADD.OPERATOR","","","","D","","8","","","","","","","","","","","","","","14","","8L","8","","","BPRCSDEF","","","1988-07-08","KIM","","","2020-06-01T17:13:41.326Z"
"BPRCSDEF.CHANGE.DATE","","","D","D","","8","Changed On","07/07/93","","","N","2","/","","","","","","","50","D2/","8R","4","Permits display of system logged date of last change","","BPRCSDEF","","","1988-07-08","KIM","","","2020-06-01T17:13:41.389Z"
"BPRCSDEF.CHANGE.OPERATOR","","","","D","","8","Changed By","","","","","","","","","","","","","49","","8L","8","","","BPRCSDEF","","","1988-07-08","KIM","","","2020-06-01T17:13:41.748Z"
"BPRCSDEF.ID","","","","K","","30","","","N","","","","","","","","","","","0","","30L","30","Name of the Process described by this record., Maximum length is 30 unless the BATCH.COMPONENT.TYPES, is set to 'IS - Virtual Field Subroutine', in which, case the maximum length is 27.","","BPRCSDEF","N","","1988-07-07","KIM","","","2020-06-01T17:13:42.092Z"
"BPRCSDEF.MODULES","","","","L","","13","","GL","N","","","","","","","","","","","89","","13L","0","Logical map over TOOLPDEF: PROCESS.NAME","","BPRCSDEF","","$VR.ALL.MODULES","1989-08-04","RGH","","","2020-06-01T17:13:41.686Z"
"BPRCSDEF.VARIABLES","","","","A","","28","Variable Name","","","","","","","","","BTCHVARS","K","","","74","","28L","28","Processes may have variables declared which act like CDD, data elements.  These variables exist only in the process, any cannot be connected to any files.  They are of value, mostly for building temporary structures in batch processe","","BPRCSDEF","Y","","1991-12-30","ALEX","","","2020-06-01T17:13:41.732Z"
"BREAK.BASE.TOTAL.LEVEL","","","N","L","","2","PRINT_TOTAL Base Level","4","","","N","0","N","N","","","","","","126","MD0","2R","2","This is the total-level at which the break sequence starts","BrkTotLvl","BPRCSDEF","","","1989-09-14","RGH","","","2020-06-01T17:13:41.826Z"
"BREAK.BLANK.TRAILER.LINES","","","N","L","","2","Post-total Blank Lines","2","","","N","0","N","N","","","","","","128","MD0","2R","2","The number of blank lines that should separate a set of, break point totals and the next set of detail lines.","SepLin","BPRCSDEF","","","1989-09-14","RGH","","","2020-06-01T17:13:41.857Z"
"BREAK.DATA.ELEMENTS","","","","A","","28","[Break Data Elements]","BUDGET.OFFICER","","","","","","","","BRKPNTS","D","","","120","","28L","28","This is a list of CDD data elements associated with this, break-point","Break Point Elements","BPRCSDEF","Y","","1989-08-29","RGH","","","2020-06-01T17:13:41.795Z"
"BREAK.ELEMENT.HOOK","","","","A","","72","[Break Point Hook]","IF V.OFFICER NE '' THEN","","","","","","","","BRKPNTS","D","","","121","","72L","72","This is code/inserts to be executed whenever this elements, contents change.","Break Data Element Hook","BPRCSDEF","","","1989-08-29","RGH","","","2020-06-01T17:13:41.576Z"
"BREAK.POINT.VARIABLE","","","","A","","16","","ACCOUNT.NUMBER","","","","","","","","BRKPNTS","K","","","118","","16L","16","This is the name by which a break point is known in a, batch process.","Break Point Name","BPRCSDEF","N","","1989-08-29","RGH","","","2020-06-01T17:13:41.545Z"
"BREAK.PRINT.TOTAL.LINE","","","N","L","","2","PRINT_TOTAL Lines","2","","","N","0","N","N","","","","","","127","MD0","2R","2","This is the logical total line containing the totals to, be printed whenever a break is taken.","PrtTotLin","BPRCSDEF","N","","1989-09-14","RGH","","","2020-06-01T17:13:42.029Z"
"BRIEF.MESSAGE","","","","P","","75","","This is a brief help message for no purpose","","","","","","","","","","","","0","","75L","0","This field contains a brief help message.  This message is, displayed when the user first requests help.","","","","","1988-04-01","VPN","","","2020-06-01T17:13:41.764Z"
"CC.BUNDLES.ADDDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","4","D2/","8R","8","","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:41.873Z"
"CC.BUNDLES.ADDOPR","","","","D","","8","","","N","","","","","","","","","","","3","","8L","8","","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:42.014Z"
"CC.BUNDLES.CHGDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","6","D2/","8R","8","","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:41.592Z"
"CC.BUNDLES.CHGOPR","","","","D","","8","","","N","","","","","","","","","","","5","","8L","8","","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:41.436Z"
"CC.BUNDLES.DB.ADDDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","3","D2/","8R","8","","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.717Z"
"CC.BUNDLES.DB.ADDOPR","","","","D","","8","","","N","","","","","","","","","","","2","","8L","8","","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.998Z"
"CC.BUNDLES.DB.CHGDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","5","D2/","8R","8","","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.436Z"
"CC.BUNDLES.DB.CHGOPR","","","","D","","8","","","N","","","","","","","","","","","4","","8L","8","","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.404Z"
"CC.BUNDLES.ID","","","","K","","10","CC Bundles ID","","N","","","","","","","","","","","0","","10L","10","Key to the CC.BUNDLES file","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:41.795Z"
"CC.DEFAULTS.ID","","","","K","","12","","","N","","","","","","","","","","","0","","12L","12","","","CC.DEFAULTS","","","2006-06-26","RSF","","","2020-06-01T17:13:41.592Z"
"CC.ITEMS.ADDDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","7","D2/","8R","8","","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.342Z"
"CC.ITEMS.ADDOPR","","","","D","","8","","","N","","","","","","","","","","","6","","8L","8","","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.889Z"
"CC.ITEMS.CHGDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","9","D2/","8R","8","","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.873Z"
"CC.ITEMS.CHGOPR","","","","D","","8","","","N","","","","","","","","","","","8","","8L","8","","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:42.092Z"
"CC.ITEMS.DB.ADDDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","4","D2/","8R","8","","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.982Z"
"CC.ITEMS.DB.ADDOPR","","","","D","","8","","","N","","","","","","","","","","","3","","8L","8","","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:42.029Z"
"CC.ITEMS.DB.CHGDATE","","","D","D","","8","","","N","","N","2","/","","","","","","","6","D2/","8R","8","","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.717Z"
"CC.ITEMS.DB.CHGOPR","","","","D","","8","","","N","","","","","","","","","","","5","","8L","8","","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.436Z"
"CC.ITEMS.ID","","","","K","","33","CC Items ID","","N","","","","","","","","","","","0","","33L","60","Same as CDD or PRCS.DEF ID for a computed column","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.826Z"
"CCB.DATATEL","","","","D","","3","","","N","","","","","","","","","","","2","","3L","1","Y/N indicating a Datatel bundle","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:42.029Z"
"CCB.SEQUENCE","","","","D","","3","CC Bundle Seq","","N","","","","","","","","","","","1","","3R","3","Integer indicating order of installation/compilation","","CC.BUNDLES","","","2004-04-29","KMF","","","2020-06-01T17:13:41.686Z"
"CCBD.BUNDLE","","","","C","","80","CC Bundle","","N","","","","","","","","","","","1","","80L","80","Blob to store BASE64 encoded jar or DLL file for, delivery","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.904Z"
"CCBD.CC.BUNDLES.ID","","","","K","","10","CC Bundles ID","","N","","","","","","","","","","","0","","10L","10","Part One of Multi-part key; Bundle_ID*DB","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.561Z"
"CCBD.DB","","","","K","","3","","","N","","","","","","","","","","","0","","3L","3","Part Two of Multi-part key; Bundle_ID*DB","","CC.BUNDLES.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.779Z"
"CCD.CSC.PATH","","","","D","","72","Path to CSC","C:\WINDOWS\Microsoft.NET\Framework\v2.0.50727","N","","","","","","","","","","","1","","72L","80","This stores the path to the csc executable.  This is, used to compile DLLs for use with the SQL Server, database.","","CC.DEFAULTS","","","2006-06-26","RSF","","","2020-06-01T17:13:41.545Z"
"CCD.JDK.PATH","","","","D","","72","","/opt/java1.4/bin","N","","","","","","","","","","","2","","72L","80","This stores the path to the bin directory that contains, the javaw and jar command.  Those commands are used during, compilation of Oracle computed columns and subroutines.","","CC.DEFAULTS","","","2006-06-26","RSF","","","2020-06-01T17:13:41.982Z"
"CCD.ORA.HOME.PATH","","","","D","","72","","/u01/app/oracle/product/10gR2","N","","","","","","","","","","","3","","72L","80","This stores the path to  $ORACLE_HOME directory as setup during the, Oracle installation for the Oracle instance used by this environment., This path is used during compilation of Oracle computed columns and, subroutines.","","CC.DEFAULTS","","","2008-05-07","JEP1","","","2020-06-01T17:13:41.311Z"
"CCI.APPL","","","","D","","6","CC Item Appl","","N","","","","","","","","","","","2","","6L","6","Application of this item (set by CDD or BGP)","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.451Z"
"CCI.BUNDLE","","","","D","","10","CC Item Bundle","","N","","","","","","","","","","","3","","10L","10","Bundle this item is in (set by DCC or BGP)","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.420Z"
"CCI.DEPLOYED","","","","D","","3","Deployed","Yes","N","","","","","","","","","","","10","","3L","3","28 Jul 2004  12:33am  System Administrator, This is set to ""Y"" when this CC.ITEMS record has been successfully, deployed to the native databse., It is cleared at the beginning of generation.","Deployed","CC.ITEMS","","","2004-07-28","RSF","","","2020-06-01T17:13:41.670Z"
"CCI.FILE","","","","D","","26","CC Item File","","N","","","","","","","","","","","4","","26L","26","File for dictionary record (set by CCGen)","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.967Z"
"CCI.RETURN.TYPE","","","","D","","7","CC Item Return Type","","N","","","","","","","","","","","5","","7L","7","Return type for create function command (set by CCGen)","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:41.436Z"
"CCI.RT.DEPLOYED","","","","D","","3","Run-Time Deployed","Y","N","","","","","","","","","","","11","","3L","3","Nov 08 2004  11:53pm  System Administrator, This flag is set when a computed column is successfully deployed for, run-time usage (RULES).  This occurs when it passes generation and, also completes the run-time generation steps (creating and compiling, the S_VFD_ subroutine).","Run-Time Deployed","CC.ITEMS","","","2004-11-08","RSF","","","2020-06-01T17:13:41.951Z"
"CCI.RT.ONLY.FLAG","","","","D","","3","Run-time Only","Y","N","","","","","","","","","","","12","","3L","1","Jul 10 2006  12:39pm  TXE - SCR9026, ""Y"" indicates this computed column should only be generated for, run-time use (i.e., not database use).","Run-time Only","CC.ITEMS","","","2006-07-10","TXE","","","2020-06-01T17:13:41.889Z"
"CCI.TYPE","","","","D","","3","CC Item Type","","N","","","","","","","","","","","1","","3L","3","CC or IS (set by CDD or BGP)","","CC.ITEMS","","","2004-04-29","KMF","","","2020-06-01T17:13:42.014Z"
"CCID.CC.ITEMS.ID","","","","K","","33","CC Item DB ID","","N","","","","","","","","","","","0","","33L","60","Part one of multi-part key; CC_Item_ID*DB","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:42.076Z"
"CCID.DB","","","","K","","3","","","N","","","","","","","","","","","0","","3L","3","Part two of multi-part key; CC_Item_ID*DB","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.498Z"
"CCID.OBJECT","","","","C","","80","CC Item DB Object","","N","","","","","","","","","","","2","","80L","80","Blob to store compiled object for delivery","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:42.045Z"
"CCID.SOURCE","","","","H","","80","CC Item DB Source","","N","","","","","","","","","","","1","","80L","80","Hook code to store generated source for delivery","","CC.ITEMS.DB","","","2004-04-29","KMF","","","2020-06-01T17:13:41.717Z"
"CDD.FILE.STATUS","","","","I","","2","","","","","","","","","","","","","","0","","2L","0","Display release status for file this CDD element is in.","Rel Stat","TOOLCDD","","","1998-09-25","ALEX","","","2020-06-01T17:13:41.920Z"
"COMPARISON.OPERATORS","","","","A","N","10","","","N","","","","","","","VIEW.CONDITION","D","","","118","","10L","0","","","TOOLFILE","N","$VR.COMPARISON.OPERATORSS","1997-01-23","SLT","","","2020-06-01T17:13:41.545Z"
"COMPUTED.COLUMN.CODE","","","","H","","72","Computed Column Code","","N","","","","","","","","","","","106","","72L","72","Stores the code of the computed column language","","TOOLCDD","","","2004-04-29","KMF","","","2020-06-01T17:13:41.717Z"
"CONVERTED.FROM","","","","D","","28","","LAST","","","","","","","","","","","","56","","28L","28","The original dictionary ID for a CDD element which was, converted into Envision specs from a non-EBS file., Original dictionary will not be modified by these specs, and a dictionary of the CDD element will not be maintained","","TOOLCDD","","","1992-08-26","RGH","","","2020-06-01T17:13:41.311Z"
"CURRENT.APPLICATION","","","","P","","6","Current Application","","","","","","","","","","","","","0","","6R","0","Return the name of the current application","","","","","1987-08-21","RGH","","","2020-06-01T17:13:41.779Z"
"CURRENT.TR.NUMBER","","","","P","","72","TR#","","","","","","","","","","","","","0","","72L","0","Value of the current TR in development","","","","","1987-08-31","RGH","","","2020-06-01T17:13:41.826Z"
"CUSTOM.RECORD.DELETE.RTN","","","","D","N","18","Deletion Subroutine","","N","","","","","","","","","","","31","","18L","0","Name of a custom deletion routine for this file","","TOOLFILE","N","","1987-10-09","RGH","","","2020-06-01T17:13:41.436Z"
"CV.BATCH.ADDOPR","","","","D","","10","Add Operator","LDG","N","","","","","","","","","","","1","","10L","10","This field contains the operator ID of the person who created this, record.  It is automatically filled in by Envision.","Add Operator","CV.BATCH","","","2000-03-01","LDG","","","2020-06-01T17:13:41.514Z"
"CV.BATCH.END.DATE","","","D","D","","8","Batch End Date","11749","N","","N","2","/","","","","","","","2","D2/","8L","8","This field contains the date when a given code conversion batch ended.","Batch End Date","CV.BATCH","","","2000-03-01","LDG","","","2020-06-01T17:13:42.045Z"
"CV.BATCH.END.TIME","","","","D","","8","Batch End Time","11:33","N","","","","","","","","","","","3","","8L","8","This field contains the time when a given code conversion batch ended.","Batch End Time","CV.BATCH","","","2000-03-01","LDG","","","2020-06-01T17:13:42.076Z"
"CV.BATCH.ID","","","","K","","56","Batch ID","DV_A13789_HR","N","","","","","","","","","","","0","","56L","56","This is a user-designated number that identifies a single run of any of, the Envision code conversion utilities.","Batch ID","CV.BATCH","","","2000-03-01","LDG","","","2020-06-01T17:13:41.639Z"
"DAI.ACCT.TYPE","","","","D","","10","","","N","","","","","","","","","","","1","","10L","10","Code describing main function of the account.  Codes are:, D - Development, I - Integration, Q - QA, T - Temporary.","","DIM.ACCOUNT.INFO","","$VR.DIM.ACCOUNT.TYPE","2002-09-26","TLG","","","2020-06-01T17:13:41.873Z"
"DAI.BASE.DB","","","","D","","20","","","N","","","","","","","","","","","3","","20L","20","The Dimensions base database corresponding to this acco","","DIM.ACCOUNT.INFO","","","2002-09-27","TLG","","","2020-06-01T17:13:41.467Z"
"DAI.BASELINE","","","","D","","60","","","N","","","","","","","","","","","5","","60L","60","ID of the baseline in Dimensiosn used to create this account initially.","","DIM.ACCOUNT.INFO","","","2002-09-27","TLG","","","2020-06-01T17:13:41.467Z"
"DAI.ENV.SCRIPT","","","","L","","60","","","N","","","","","","","","","","","13","","60L","0","Environment script to be sourced before accessing Dimen","","DIM.ACCOUNT.INFO","","","2002-10-03","TLG","","","2020-06-01T17:13:41.748Z"
"DAI.HOST.MACHINE","","","","D","","10","","sun450b","N","","","","","","","","","","","16","","10L","10","Dimensions host machine.  Required for Windows platform","","DIM.ACCOUNT.INFO","","","2003-08-18","KAD","","","2020-06-01T17:13:41.545Z"
"DAI.INSTALL.PATH","","","","D","","60","","/data/pvcs/Dimensions7_2","N","","","","","","","","","","","17","","60L","60","Dimensions install path.  Required for Windows.","","DIM.ACCOUNT.INFO","","","2003-08-18","KAD","","","2020-06-01T17:13:41.498Z"
"DAI.ORA.CHUNK.SIZE","","","N","D","","5","","","N","","N","0","N","N","","","","","","12","MD0","5R","5","Bytes of data to return in Oracle LONG column","","DIM.ACCOUNT.INFO","","","2002-10-09","TLG","","","2020-06-01T17:13:41.967Z"
"DAI.ORA.SID","","","","D","","15","","","N","","","","","","","","","","","11","","15L","15","Oracle SID for the Dimensions instance.","","DIM.ACCOUNT.INFO","","","2002-10-03","TLG","","","2020-06-01T17:13:41.998Z"
"DAI.PRODUCT","","","","D","","30","","","N","","","","","","","","","","","6","","30L","30","ID for product in Dimensions corresponding to this account","","DIM.ACCOUNT.INFO","","","2002-09-27","TLG","","","2020-06-01T17:13:41.561Z"
